docId,document title,publication year,sentiment score,relative mean score
DX1901793273,"ENIGMAS, CHARADES, &c.","1866",0.875,0.8042
ABHNFJ727511047,Puzzle Department,"1859",0.875,0.8042
DX1901783093,A RIDDLE,"1876",0.875,0.8042
DX1901059511,RIDDLE TOURNAMENT,"1884",0.875,0.8042
DX1901070450,RIDDLE TOURNAMENT,"1886",0.8727,0.7999
DX1901720598,PUZZLES,"1871",0.8723,0.7991
TEVHQM805119993,The Puzzler,"1870",0.8704,0.7954
DX1901062610,THE RIDDLE TOURNAMENT,"1889",0.8696,0.7938
TWDEWE320684762,Solutions to Puzzles and Riddles,"1878",0.8696,0.7938
DX1901072507,RIDDLE TOURNAMENT,"1887",0.8692,0.7931
DX1901071783,RIDDLE TOURNAMENT,"1887",0.868,0.7909
CC1903255490,OUR RECREATION CORNER,"1868",0.8667,0.7883
DX1901123047,Crackers for the Ingenious,"1871",0.8667,0.7883
DX1901499798,"ENIGMAS CHARADES, ETC.","1868",0.8667,0.7883
DX1901526723,AMUSING,"1867",0.8636,0.7825
CC1903079523,Our Puzzle Box,"1895",0.8636,0.7825
DX1901503736,OUR PUZZLE PAGES,"1877",0.8611,0.7777
ZKOPIZ904183978,The Riddler,"1887",0.8592,0.774
CC1903240524,OUR PUZZLES,"1900",0.8571,0.7701
DX1901528031,RIDDLE,"1880",0.8571,0.7701
EKTYHH525705103,Puzzles Riddles &c.,"1878",0.8571,0.7701
DX1901065569,RIDDLE TOURNAMENT,"1885",0.8545,0.7652
DX1901106203,Crackers for the Ingenious,"1877",0.8537,0.7635
DX1901065241,RIDDLE TOURNAMENT,"1885",0.8523,0.7609
DX1901072122,RIDDLE TOURNAMENT,"1887",0.8504,0.7573
DX1901730804,"CHARADES, REBUSES, &c.","1865",0.85,0.7565
YVRCLB209249753,Enigmatical and Amusing Exercises,"1863",0.8485,0.7536
CC1903069077,Missionary Enigma,"1870",0.8462,0.7492
DX1901793444,"ENIGMAS, CHARADES, &c.","1866",0.8462,0.7492
DX1901793510,"ENIGMAS, CHARADES, &c.","1866",0.8462,0.7492
ECZFTT189346039,The Puzzler,"1870",0.8462,0.7492
DX1902011697,"Answers to Charades, &c.,","1865",0.8462,0.7492
DX1901059709,RIDDLE TOURNAMENT,"1884",0.8443,0.7456
VXQQTK558694938,The Puzzler,"1869",0.8438,0.7446
DX1901498818,NUTS TO CRACK,"1878",0.8438,0.7446
DX1901122817,Crackers for the Ingenious,"1867",0.8421,0.7415
UEGYNC294607590,Enigmatical Pastimes,"1875",0.8421,0.7415
DX1901500128,RUN AND READ CHARADE,"1869",0.8421,0.7415
ZUZYTM625578631,The Puzzler,"1869",0.84,0.7375
CC1903256162,RECREATION COLUMN,"1869",0.8387,0.735
ZTKOVB395972321,The Riddler,"1887",0.8387,0.735
DX1901532131,PUZZLEDOM,"1888",0.8372,0.7321
DX1901058435,RIDDLE TOURNAMENT,"1883",0.8367,0.7312
DX1901064408,RIDDLE TOURNAMENT,"1885",0.8342,0.7264
DX1901069456,RIDDLE TOURNAMENT,"1886",0.834,0.7259
DX1901531456,NUTS TO CRACK,"1886",0.8333,0.7247
DX1901793717,"ENIGMAS, CHARADES, &c.","1866",0.8333,0.7247
DX1901684240,CHARADE,"1842",0.8333,0.7247
DX1901678822,DOUBLE ACROSTIC SCRIPTURE ENIGMAS,"1866",0.8333,0.7247
GOMHLA190557112,The Puzzler,"1870",0.8333,0.7247
FUBZFV701356653,Puzzles Riddles &c.,"1877",0.8333,0.7247
DX1901519173,PUZZLES,"1879",0.8333,0.7247
DX1901519156,PUZZLES,"1879",0.8333,0.7247
QTDPEJ322864966,Prize Charade,"1888",0.8333,0.7247
DX1901177092,SCRIPTURE ENIGMA,"1871",0.8333,0.7247
BBFSZO550538423,Enigmatical and Amusing Exercises,"1863",0.8333,0.7247
HTIEYW957796745,The Puzzler,"1870",0.8286,0.7157
DX1901061115,RIDDLE TOURNAMENT,"1889",0.8284,0.7154
DX1901068260,RIDDLE TOURNAMENT,"1888",0.8283,0.7151
DX1901065198,RIDDLE TOURNAMENT,"1885",0.8268,0.7123
DX1901065320,RIDDLE TOURNAMENT,"1885",0.8254,0.7096
DX1901072173,RIDDLE TOURNAMENT,"1887",0.8242,0.7074
DX1901723976,DOUBLE BIBLE ACROSTIC AND HIDDEN TEXT,"1896",0.8235,0.7061
DX1901053075,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.8235,0.7061
DX1901053520,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.8231,0.7053
DX1901056584,RIDDLE TOURNAMENT,"1882",0.8226,0.7042
DX1901068959,RIDDLE TOURNAMENT,"1888",0.8217,0.7026
CC1903268917,RECREATION COLUMN,"1871",0.8214,0.7021
DX1901067532,RIDDLE TOURNAMENT,"1888",0.8211,0.7014
DX1901065855,RIDDLE TOURNAMENT,"1885",0.8196,0.6985
WKASQU347705984,Puzzles Riddles,"1878",0.8182,0.6959
PQGGOP024779389,Our Sphinx,"1867",0.8182,0.6959
DX1901527859,PUZZLEDOM,"1880",0.8182,0.6959
DX1901064134,RIDDLE TOURNAMENT,"1886",0.8163,0.6923
DX1901070170,RIDDLE TOURNAMENT,"1886",0.8159,0.6915
DX1901720428,PUZZLES,"1871",0.8154,0.6905
IMNDUU228204373,Puzzles Riddles,"1878",0.8148,0.6894
DX1901245698,"An Answer to the Riddle in the Museum for October, using the author's lines as near as the introduction of the solution will admit","1812",0.8125,0.685
DX1901104679,Crackers for the Ingenious,"1876",0.8125,0.685
DX1901061630,THE RIDDLE TOURNAMENT,"1889",0.8111,0.6823
DX1901057233,RIDDLE TOURNAMENT,"1882",0.8095,0.6794
DX1901062359,THE RIDDLE TOURNAMENT,"1889",0.8093,0.6789
DX1901072402,RIDDLE TOURNAMENT,"1887",0.8082,0.6769
DX1901523323,"Answers to Riddles, &c., In January Number of the LADIES' TREASURY, 1864","1864",0.8077,0.6759
DX1901061386,THE RIDDLE TOURNAMENT,"1889",0.8044,0.6697
DX1901067579,RIDDLE TOURNAMENT,"1888",0.8039,0.6687
DX1901058131,RIDDLE TOURNAMENT,"1883",0.8033,0.6674
DX1902136485,CHARADE,"1846",0.8,0.6612
DX1901723016,BIBLE ENIGMA,"1893",0.8,0.6612
DX1901528656,PUZZLEDOM,"1884",0.8,0.6612
PUJGAK920900186,The Riddler,"1886",0.8,0.6612
DX1902136377,CHARADE,"1846",0.8,0.6612
DX1901053245,PUZZLEDOM. BY MRS. BRODERIP,"1875",0.8,0.6612
DX1901527602,PUZZLEDOM,"1880",0.8,0.6612
CC1903260147,RECREATION COLUMN,"1871",0.8,0.6612
DX1901124383,Crackers for the Ingenious,"1867",0.8,0.6612
CC1903322735,RECREATION COLUMN,"1869",0.8,0.6612
DX1901106081,Crackers for the .,"1877",0.8,0.6612
DX1901528428,PUZZLEDOM,"1883",0.8,0.6612
DX1901499764,"ENIGMAS, CHARADES, ETC.","1868",0.8,0.6612
DX1901511987,OUR LITTLE FOLKS' OWN PUZZLES,"1889",0.8,0.6612
DX1901054725,RIDDLE TOURNAMENT,"1881",0.8,0.6612
DX1901105504,Crackers for the Ingenious,"1876",0.8,0.6612
DX1901509181,AWARD OF PRIZES IN THE 1893 SPECIAL COMPETITIONS,"1894",0.8,0.6612
PKBJET419756213,Puzzles Riddles &c,"1877",0.8,0.6612
DX1901115777,Crackers for the Ingenious,"1880",0.7959,0.6534
DX1901053087,PUZZLEDOM.,"1875",0.7931,0.648
CC1903267673,OUR HOLIDAY PAGE,"1868",0.7917,0.6453
DX1901124856,Crackers for the Ingenious,"1868",0.7917,0.6453
DX1901123471,Crackers for the Ingenious,"1872",0.7917,0.6453
DX1901053614,Our friend P. ZITFOE to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.7891,0.6403
DX1901106287,Crackers for the Ingenious,"1877",0.7857,0.634
DX1901526129,"Answers to Riddles, Charades, &c., In October Number","1866",0.7857,0.634
DX1901070270,RIDDLE TOURNAMENT,"1886",0.7793,0.6217
DX1901499212,NUTS TO CRACK,"1879",0.7778,0.6188
DX1901149027,PUZZLE COMPETITION,"1891",0.7778,0.6188
CC1903080162,Prize Competitions,"1897",0.7778,0.6188
CC1903079636,Our Puzzle Box,"1895",0.7778,0.6188
DX1901242372,NEW CHARADES,"1801",0.7778,0.6188
DX1901104403,Crackers for the Ingenious,"1876",0.7778,0.6188
DX1901505415,OUR LITTLE FOLKS' OWN PUZZLES,"1882",0.7778,0.6188
DX1901509363,OUR LITTLE FOLKS' OWN PUZZLES,"1894",0.7778,0.6188
DX1901869378,"ENIGMAS, CHARADES, ETC.","1867",0.7778,0.6188
CC1903069291,Missionary Enigma,"1871",0.7778,0.6188
DX1901733528,CHARADES,"1863",0.7778,0.6188
CC1903079545,Our Puzzle Box,"1895",0.7778,0.6188
DX1901069555,RIDDLE TOURNAMENT,"1886",0.7773,0.618
DX1901062664,THE RIDDLE TOURNAMENT,"1889",0.7754,0.6143
DX1901063829,RIDDLE TOURNAMENT,"1886",0.7746,0.6127
DX1901724818,DOUBLE BIBLE ACROSTIC AND CHARADE,"1899",0.7727,0.6092
CC1904016899,PUZZLES,"1878",0.7727,0.6092
DX1901123771,Trackers for the Ingenious,"1873",0.7727,0.6092
DX1901063956,RIDDLE TOURNAMENT,"1886",0.7718,0.6074
DX1901061718,THE RIDDLE TOURNAMENT,"1889",0.7702,0.6044
DX1901066525,RIDDLE TOURNAMENT,"1885",0.7701,0.6042
DX1901724174,DOUBLE BIBLE ACROSTIC (TEXT) AND ENIGMA,"1897",0.7692,0.6025
DX1901793562,"ENIGMAS, CHARADES, &c.","1866",0.7692,0.6025
DX1901869293,"ENIGMAS, CHARADES, ETC","1867",0.7692,0.6025
DX1901067889,RIDDLE TOURNAMENT,"1888",0.7689,0.602
DX1901065447,RIDDLE TOURNAMENT,"1885",0.7669,0.5981
GRHMGK701545161,The Puzzler,"1870",0.7667,0.5976
DX1901056541,RIDDLE TOURNAMENT,"1882",0.7662,0.5968
TPWVUW450064258,Puzzles Riddles,"1878",0.7647,0.5939
IRWFCX681289766,Puzzies Riddles,"1877",0.7647,0.5939
DX1901505377,OUR LITTLE FOLKS' OWN PUZZLES,"1882",0.7647,0.5939
DX1901678030,Our Puzzle Department,"1868",0.7636,0.5919
DX1901066414,RIDDLE TOURNAMENT,"1885",0.7632,0.591
DX1901499262,"ENIGMAS, CHARADES, ETC.","1867",0.7619,0.5886
DX1901069815,RIDDLE TOURNAMENT,"1886",0.7611,0.587
DX1901067622,RIDDLE TOURNAMENT,"1888",0.7605,0.5858
DX1901499553,"ENIGMAS CHARADES, ETC.","1868",0.76,0.5849
CC1903080060,Prize Competitions,"1897",0.76,0.5849
DX1901525468,AMUSING,"1870",0.7586,0.5823
DX1901070864,RIDDLE TOURNAMENT,"1887",0.757,0.5792
DX1901678221,Our Puzzle Department,"1869",0.7568,0.5787
DX1901590440,Our friend F. W. PETCHELL to-day takes the lead in he RIDDLE TOURNAMENT,"1878",0.7561,0.5775
DX1901678449,Our Puzzle Department,"1870",0.7551,0.5756
DX1901059309,RIDDLE TOURNAMENT,"1884",0.7545,0.5745
DX1901678334,Our Puzzle Department,"1870",0.7541,0.5737
DX1901071689,RIDDLE TOURNAMENT,"1887",0.754,0.5734
DX1901730105,PUZZLES,"1866",0.7536,0.5728
DX1901065932,RIDDLE TOURNAMENT,"1885",0.7515,0.5688
DX1901109404,Crackers for the Ingenious,"1878",0.75,0.5659
CC1903069373,Missionary Enigma,"1871",0.75,0.5659
XQYPYQ482468055,The Riddler,"1887",0.75,0.5659
DX1901234267,RIDDLE NO. 4,"1880",0.75,0.5659
DX1901115569,Trackers for the Ingenious,"1879",0.75,0.5659
DX1901890904,THE RIDDLE BOX,"1874",0.75,0.5659
DX1901176411,SCRIPTURE ENIGMA,"1868",0.75,0.5659
DX1901677682,CHARADE,"1845",0.75,0.5659
FUATMK968797124,51. Diamond Cross,"1878",0.75,0.5659
ONOZHJ956265693,Riddles,"1883",0.75,0.5659
HAVJZE463359491,Puttledom Competition,"1889",0.75,0.5659
DX1901245671,RIDDLE,"1812",0.75,0.5659
DX1901684174,CHARADE,"1842",0.75,0.5659
DX1901069199,RIDDLE TOURNAMENT,"1886",0.749,0.5639
DX1901590366,Our friend F. W. BINSTEAD to-day takes the lead in he RIDDLE TOURNAMENT,"1878",0.7465,0.5592
DX1901055118,RIDDLE TOURNAMENT,"1881",0.7438,0.554
DX1901678387,Our Puzzle Department,"1870",0.7436,0.5536
DX1901072915,RIDDLE TOURNAMENT,"1887",0.7434,0.5533
DX1901508618,OUR BUDGET OF PUZZLES AND CONUNDRUMS,"1884",0.7429,0.5522
DX1901724740,BIBLICAL CHARADE AND HIDDEN TEXT,"1899",0.7419,0.5505
DX1901057612,RIDDLE TOURNAMENT,"1883",0.7417,0.5501
DX1901269724,Our friend J. G. LUMSDEN to-day takes the lead the RIDDLE TOURNAMENT,"1879",0.7391,0.5451
DX1901111127,Crackers for the Ingenious,"1879",0.7391,0.5451
DX1901057146,RIDDLE TOURNAMENT,"1882",0.7391,0.5451
PZLNPX093679474,Award of Prizes,"1885",0.7391,0.5451
DX1901724696,DOUBLE BIBLE ACROSTIC AND HIDDEN TEXT,"1899",0.7391,0.5451
DX1901068876,RIDDLE TOURNAMENT,"1888",0.739,0.5448
CC1904017615,PUZZLES,"1877",0.7368,0.5408
DX1901063267,RIDDLE TOURNAMENT,"1886",0.7363,0.5397
DX1901888231,BIBLE TEACHING CLASS,"1894",0.7333,0.5341
DX1901679051,Evening Merry-Makings,"1867",0.7333,0.5341
DX1901244352,CHARADES,"1807",0.7333,0.5341
DX1901106425,Crackers for the Ingenious,"1877",0.7333,0.5341
CC1903068830,Missionary Enigma,"1868",0.7333,0.5341
DX1901071881,RIDDLE TOURNAMENT,"1887",0.7328,0.533
DX1901070811,RIDDLE TOURNAMENT,"1887",0.7326,0.5327
DX1901053166,PUZZLEDOM,"1875",0.7321,0.5318
DX1901071291,RIDDLE TOURNAMENT,"1887",0.7314,0.5304
DX1901679327,Our Prize Department,"1872",0.7294,0.5266
DX1901731344,PUZZLE PAGES,"1868",0.7292,0.5261
DX1901064937,RIDDLE TOURNAMENT,"1885",0.7286,0.5251
DX1901064651,RIDDLE TOURNAMENT,"1885",0.7286,0.525
DX1901906553,"ENIGMAS, CHARADES, &c.","1867",0.7273,0.5225
DX1901105685,Crackers for the Ingenious,"1877",0.7273,0.5225
DX1901793521,"ENIGMAS, CHARADES, &c.","1866",0.7273,0.5225
DX1901055047,RIDDLE TOURNAMENT,"1881",0.7269,0.5219
CC1903432457,RECREATION COLUMN,"1870",0.7234,0.5152
DX1901499020,NUTS TO CRACK,"1879",0.7234,0.5152
DX1901057073,RIDDLE TOURNAMENT,"1882",0.7233,0.515
DX1901060982,RIDDLE TOURNAMENT,"1889",0.7232,0.5148
DX1901507657,IN THE KINGDOM OF PUZZLEDOM,"1883",0.723,0.5143
DX1901124512,Crackers for the Ingenious,"1868",0.7222,0.5129
DX1901123431,Crackers for the Ingenious,"1872",0.7222,0.5129
DX1901059959,RIDDLE TOURNAMENT,"1884",0.7222,0.5129
DX1901072222,RIDDLE TOURNAMENT,"1887",0.7218,0.5121
DX1901069251,RIDDLE TOURNAMENT,"1886",0.7211,0.5108
DX1901730829,"CHARADES, REBUSES, &C.","1865",0.7209,0.5104
DX1901793313,"ENIGMAS, CHARADES, &c.","1866",0.72,0.5087
DX1901105215,Crackers for the Ingenious,"1876",0.72,0.5087
DX1901064979,RIDDLE TOURNAMENT,"1885",0.72,0.5087
DX1901069503,RIDDLE TOURNAMENT,"1886",0.7189,0.5065
DX1901123453,Crackers for the Ingenious,"1872",0.7188,0.5063
DX1901057095,RIDDLE TOURNAMENT,"1882",0.7185,0.5058
DX1901071391,RIDDLE TOURNAMENT,"1887",0.7183,0.5053
CC1903240393,OUR PUZZLES,"1899",0.717,0.5029
DX1901064087,RIDDLE TOURNAMENT,"1886",0.7148,0.4988
KVXPOY654624251,Our Prile Charade,"1888",0.7143,0.4978
DX1901503662,PUZZLES (continued from p. 63),"1877",0.7143,0.4978
DX1901060300,Our friend BROWN-EYES to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.7143,0.4978
ITTOJK833794193,Enigmatical and Amusing Exercises,"1864",0.7143,0.4978
DX1901729969,"ANSWERS TO CHARADES, &c.","1866",0.7143,0.4978
DX1901782192,THE RIDDLE-BOX,"1875",0.7143,0.4978
DX1901509271,OUR LITTLE FOLKS' OWN PUZZLES,"1894",0.7143,0.4978
DX1901053989,"Our friend H. V. BARWELL to-day takes the lead in the RIDDLE TOURNAMENT, OMEGRAM, No. 1","1880",0.7129,0.4951
DX1901071729,RIDDLE TOURNAMENT,"1887",0.7121,0.4936
DX1901072355,RIDDLE TOURNAMENT,"1887",0.7106,0.4908
DX1901059026,RIDDLE TOURNAMENT,"1884",0.7105,0.4906
DX1901072604,RIDDLE TOURNAMENT,"1887",0.7105,0.4906
DX1901057369,RIDDLE TOURNAMENT,"1882",0.7105,0.4906
DX1901125476,Crackers for the Ingenious,"1868",0.7097,0.489
DX1901057166,RIDDLE TOURNAMENT,"1882",0.709,0.4876
CC1903240578,OUR PUZZLES,"1900",0.7083,0.4864
DX1901065975,RIDDLE TOURNAMENT,"1885",0.7079,0.4855
DX1901242262,NEW CHARADE,"1801",0.7059,0.4817
DX1901793704,"ENIGMAS, CHARADES, &c., I","1866",0.7059,0.4817
DX1901057532,RIDDLE TOURNAMENT,"1883",0.7059,0.4817
DX1901105967,Crackers for the Ingenious,"1877",0.7059,0.4817
CC1903240301,OUR PUZZLES,"1899",0.7045,0.4792
DX1901104469,Crackers for the Ingenious,"1876",0.7027,0.4757
DX1901126543,Crackers for the Ingenious,"1874",0.7027,0.4757
DX1901072655,RIDDLE TOURNAMENT,"1887",0.7027,0.4757
DX1901066951,RIDDLE TOURNAMENT,"1888",0.7006,0.4717
DX1901058179,RIDDLE TOURNAMENT,"1883",0.7,0.4705
DX1901720393,PUZZLES,"1871",0.7,0.4705
VVWJLT575158367,The Puzzler,"1870",0.7,0.4705
DX1901526854,AMUSING,"1867",0.7,0.4705
DX1901525944,"Answers to Riddles, Charades, &c., In May Number","1866",0.7,0.4705
DX1901503660,MENTAL HISTORICAL PICTURE,"1877",0.7,0.4705
KNLTSW321504548,Puzzles Riddles &c,"1878",0.7,0.4705
DX1901106470,Crackers for the Ingenious,"1877",0.7,0.4705
DX1901730966,TO PUZZLES,"1868",0.7,0.4705
DX1901073025,RIDDLE TOURNAMENT,"1887",0.7,0.4705
CC1903080085,Prize Competitions,"1897",0.7,0.4705
DX1901068654,RIDDLE TOURNAMENT,"1888",0.6995,0.4696
DX1901064479,RIDDLE TOURNAMENT,"1885",0.6984,0.4675
DX1901123992,Crackers for the Ingenious,"1873",0.6977,0.4661
DX1901054976,RIDDLE TOURNAMENT,"1881",0.6963,0.4635
DX1901269995,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6957,0.4622
DX1901068914,RIDDLE TOURNAMENT,"1888",0.6957,0.4622
DX1901055614,RIDDLE TOURNAMENT,"1881",0.6955,0.462
DX1901067991,RIDDLE TOURNAMENT,"1888",0.6942,0.4596
DX1901678180,Our Puzzle Department,"1869",0.6939,0.4589
DX1901059666,RIDDLE TOURNAMENT,"1884",0.6935,0.4582
DX1901066364,RIDDLE TOURNAMENT,"1885",0.693,0.4572
DX1901123216,Crackers for the Ingenious,"1872",0.6923,0.4559
DX1901517901,OUR LITTLE FOLKS' OWN PUZZLES,"1900",0.6923,0.4559
DX1901104838,Crackers for the Ingenious,"1876",0.6923,0.4559
QQDTMU888959365,The Puzzler,"1870",0.6923,0.4559
DX1901519137,PUZZLES,"1879",0.6923,0.4559
DX1901499468,"ENIGMAS, CHARADES, ETC.","1868",0.6923,0.4559
DX1901069711,RIDDLE TOURNAMENT,"1886",0.6909,0.4532
DX1901062149,THE RIDDLE TOURNAMENT,"1889",0.6893,0.4502
CC1903259203,RECREATION COLUMN,"1870",0.6889,0.4493
DX1901053499,Our friend LOTTIE W. to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.6885,0.4487
VSAQUT226638639,Puzzle Tournament,"1885",0.6875,0.4467
CC1903268751,RECREATION COLUMN,"1871",0.6875,0.4467
DX1901869328,"ENIGMAS, CHARADES, ETC.","1867",0.6875,0.4467
DX1901063909,RIDDLE TOURNAMENT,"1886",0.6856,0.4431
DX1901126201,Crackers for the Ingenious,"1874",0.6852,0.4423
DX1901125966,Crackers for the Ingenious,"1874",0.6842,0.4404
DX1901060208,Our friend WOODENT CHERLIKETERNOE to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6838,0.4396
DX1901781045,THE PETERKINS' CHARADES,"1877",0.6825,0.4372
DX1901111008,Crackers for the Ingenious,"1879",0.6818,0.4359
DX1901118471,Crackers for the Ingenious,"1875",0.68,0.4324
DX1901063688,RIDDLE TOURNAMENT,"1886",0.6792,0.431
DX1901793418,"ENIGMAS, CHARADES, &c.","1866",0.6786,0.4297
DX1901069404,RIDDLE TOURNAMENT,"1886",0.6781,0.4288
DX1901058271,RIDDLE TOURNAMENT,"1883",0.6779,0.4283
DX1901115821,Crackers for the Ingenious,"1880",0.6774,0.4275
DX1901071007,RIDDLE TOURNAMENT,"1887",0.6773,0.4272
DX1901054018,Our friends KITCHNER AND PICKERING to-day take the lead in the RIDDLE TOURNAMENT,"1880",0.6771,0.4268
LNMJVS758375256,The Riddler,"1887",0.6757,0.4242
DX1901503698,OUR PUZZLE PAGES,"1877",0.675,0.4229
DX1901054925,RIDDLE TOURNAMENT,"1881",0.6739,0.4208
DX1901269899,Our friend PETER PERT to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6731,0.4192
DX1901122535,Crackers for the Ingenious,"1867",0.6727,0.4185
ODILVW242643865,The Riddler,"1888",0.6705,0.4142
DX1901054242,Our friend F.W. BINSTEAD to-day takes the lead in the RIDDLE TOURNAMENT,"1880",0.6703,0.414
DX1901058893,RIDDLE TOURNAMENT,"1884",0.6692,0.4119
DX1901683767,CHARADE,"1841",0.6667,0.407
DX1901105411,Crackers for the Ingenious,"1876",0.6667,0.407
DX1901124123,Trackers for the Ingenious,"1873",0.6667,0.407
HNTAPM005986697,Enigma,"1902",0.6667,0.407
DX1901105801,Crackers for the Ingenious,"1877",0.6667,0.407
DX1901684236,CHARADE,"1842",0.6667,0.407
YYPTRQ521000121,Award of Prizes,"1885",0.6667,0.407
DX1901678806,NUMBERED CHARADES,"1866",0.6667,0.407
FPWQUM787535212,Puzzle Department,"1859",0.6667,0.407
SGBHUN370556715,Puzzles Riddles,"1877",0.6667,0.407
DX1901177278,SCRIPTURE ENIGMA,"1872",0.6667,0.407
DX1901677246,CHARADE,"1843",0.6667,0.407
DX1901999087,PASTIMES,"1893",0.6667,0.407
DX1901656341,SCRIPTURE ENIGMA.-DOUBLE ACROSTIC,"1865",0.6667,0.407
DX1901519146,PUZZLES,"1879",0.6667,0.407
JUYCXF623027781,Puzzles Riddles &c.,"1878",0.6667,0.407
DX1901176990,SCRIPTURE ENIGMA,"1871",0.6667,0.407
DX1901678696,"SCRIPTURE ENIGMA, DOUBLE ACROSTIC","1866",0.6667,0.407
HICEXE787786821,Enigma,"1900",0.6667,0.407
DX1901793594,"ENIGMAS, CHARADES, &c.","1866",0.6667,0.407
DX1901782151,THE RIDDLE-BOX,"1875",0.6667,0.407
DX1901499752,"ANSWERS TO ENIGMAS, ETC.","1868",0.6667,0.407
DX1901677397,CHARADE,"1843",0.6667,0.407
DX1901177020,SCRIPTURE ENIGMA,"1871",0.6667,0.407
PPXXYM218654013,The Puzzler,"1870",0.6667,0.407
DX1901055674,"ANSWERS TO RIDDLES, &c., OF LAST WEEK","1881",0.6667,0.407
VKUCBR451550206,The Puzzler,"1870",0.6667,0.407
DX1901869232,"ENIGMAS, CHARADES, ETC., I","1867",0.6667,0.407
DX1901499351,"ENIGMAS, CHARADES ETC","1867",0.6667,0.407
DX1901245273,CHARADE,"1811",0.6667,0.407
LONBFL159353626,Puzzles Riddles,"1878",0.6667,0.407
DX1901071340,RIDDLE TOURNAMENT,"1887",0.6627,0.3995
DX1901124609,Crackers for the Ingenious,"1868",0.6613,0.3967
DX1901110584,Crackers for the Ingenious,"1879",0.6585,0.3915
CC1903259370,RECREATION COLUMN,"1870",0.6579,0.3903
DX1901784487,PUZZLES,"1869",0.6575,0.3896
DX1901122580,Crackers for the Ingenious,"1867",0.6571,0.3888
DX1901678277,Our Puzzle Department,"1869",0.6562,0.3871
DX1901072029,RIDDLE TOURNAMENT,"1887",0.656,0.3866
DX1901060132,Our friend T. L. HEMERY to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.656,0.3866
DX1901724093,"DOUBLE BIBLE ACROSTIC (TEXT), AND ENIGMA","1897",0.6552,0.3851
DX1901068034,RIDDLE TOURNAMENT,"1888",0.6552,0.3851
DX1901061203,RIDDLE TOURNAMENT,"1889",0.6533,0.3816
DX1901055280,RIDDLE TOURNAMENT,"1881",0.6533,0.3815
DX1901525504,AMUSING,"1870",0.6522,0.3793
DX1901793745,"ENIGMAS, CHARADES, &c.","1866",0.65,0.3752
UQJGMI655445058,The Puzzler,"1870",0.65,0.3752
DX1901510457,OUR LITTLE FOLKS' OWN PUZZLES,"1896",0.65,0.3752
DX1901062514,THE RIDDLE TOURNAMENT,"1889",0.65,0.3752
DX1901723647,BIBLE ENIGMAS AND ACROSTICS,"1895",0.65,0.3752
DX1901072079,RIDDLE TOURNAMENT,"1887",0.6485,0.3724
DX1901069967,RIDDLE TOURNAMENT,"1886",0.6483,0.372
DX1901066072,RIDDLE TOURNAMENT,"1887",0.6479,0.3712
DX1901067399,RIDDLE TOURNAMENT,"1888",0.6473,0.3701
LZZAOY601792805,Puzzles Riddles &c,"1877",0.6471,0.3696
CC1903240616,OUR PUZZLES,"1900",0.6471,0.3696
DX1901498688,NUTS TO CRACK,"1878",0.6471,0.3696
ZFXQMZ320099587,Puzzles Riddles,"1877",0.6471,0.3696
DX1901888474,PUZZLE PAGES,"1869",0.6471,0.3696
CFUADH064435850,Award of Prizes,"1885",0.6471,0.3696
DX1901497002,OUR NUTS TO CRACK,"1873",0.6458,0.3673
DX1901067002,RIDDLE TOURNAMENT,"1888",0.6458,0.3673
DX1901591383,Our friend J. MYERS to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6455,0.3665
DX1901067349,RIDDLE TOURNAMENT,"1888",0.6452,0.366
DX1901119097,Crackers for the Ingenious,"1875",0.6444,0.3646
REFRBL886113501,Enigmatical Pastimes,"1870",0.6429,0.3616
DX1901239119,ENIGMA,"1817",0.6429,0.3616
DX1901118249,Crackers for the Ingenious,"1874",0.6429,0.3616
CC1903244472,Charades,"1877",0.6429,0.3616
UKXGUA151628099,"Puzzles Riddlesn, &c","1877",0.6429,0.3616
DX1901123014,Crackers for the Ingenious,"1871",0.6429,0.3616
DX1901118439,Crackers for the Ingenious,"1875",0.6429,0.3616
DX1901070582,RIDDLE TOURNAMENT,"1887",0.642,0.3599
DX1901526301,AMUSING,"1869",0.6413,0.3586
DX1901525553,AMUSING,"1870",0.641,0.3581
DX1901060057,Our friend H. C. PRICE to-day takes the lead in the RIDDLE TOURNAMENT,"1879",0.6406,0.3573
DX1901118536,Crackers for the Ingenious,"1875",0.64,0.3561
DX1901059551,RIDDLE TOURNAMENT,"1884",0.64,0.3561
DX1901113589,RIDDLES,"1881",0.6389,0.354
DX1901064749,RIDDLE TOURNAMENT,"1885",0.6364,0.3492
DX1901725381,THE RIDDLER.-No. III,"1880",0.6364,0.3492
DX1901067847,RIDDLE TOURNAMENT,"1888",0.6364,0.3492
